station,date,tmpf,dwpf,relh,drct,sknt,alti,p01i,vsby,skyc1,metar
JFK,1/22/2019 05:35,0,0,0,310,20,30.43,0,10,CLR,KJFK 220535Z AUTO 31020KT 10SM CLR M10/M18 A3043 RMK T11001180 MADISHF
JFK,1/22/2019 05:40,0,0,0,300,19,30.43,0,10,CLR,KJFK 220540Z AUTO 30019KT 10SM CLR M10/M18 A3043 RMK T11001180 MADISHF
JFK,1/22/2019 05:45,0,0,0,300,17,30.43,0,10,CLR,KJFK 220545Z AUTO 30017KT 10SM CLR M10/M18 A3043 RMK T11001180 MADISHF
JFK,1/22/2019 05:50,0,0,0,310,16,30.43,0,10,CLR,KJFK 220550Z AUTO 31016KT 10SM CLR M10/M18 A3043 RMK T11001180 MADISHF
JFK,1/22/2019 05:51,14,0,53,310,16,30.43,0,10,CLR,KJFK 220551Z 31016KT 10SM CLR M10/M18 A3043 RMK AO2 PK WND 30030/0529 SLP304 T11001178 11100 21117 51024 $
JFK,1/22/2019 05:55,0,0,0,310,15,30.44,0,10,CLR,KJFK 220555Z AUTO 31015KT 10SM CLR M10/M18 A3044 RMK T11001180 MADISHF
JFK,1/22/2019 06:00,0,0,0,310,14,30.43,0,10,CLR,KJFK 220600Z AUTO 31014KT 10SM CLR M10/M18 A3043 RMK T11001180 MADISHF
JFK,1/22/2019 06:05,0,0,0,310,14,30.43,0,10,CLR,KJFK 220605Z AUTO 31014KT 10SM CLR M10/M18 A3043 RMK T11001180 MADISHF
JFK,1/22/2019 06:10,0,0,0,300,16,30.44,0,10,CLR,KJFK 220610Z AUTO 30016KT 10SM CLR M10/M18 A3044 RMK T11001180 MADISHF
JFK,1/22/2019 06:15,0,0,0,310,13,30.43,0,10,CLR,KJFK 220615Z AUTO 31013G18KT 10SM CLR M10/M18 A3043 RMK T11001180 MADISHF
JFK,1/22/2019 06:20,0,0,0,300,15,30.43,0,10,CLR,KJFK 220620Z AUTO 30015KT 10SM CLR M10/M18 A3043 RMK T11001180 MADISHF
JFK,1/22/2019 06:25,0,0,0,300,18,30.44,0,10,CLR,KJFK 220625Z AUTO 30018KT 10SM CLR M10/M18 A3044 RMK T11001180 MADISHF
JFK,1/22/2019 06:30,0,0,0,300,18,30.44,0,10,CLR,KJFK 220630Z AUTO 30018KT 10SM CLR M10/M18 A3044 RMK T11001180 MADISHF
JFK,1/22/2019 06:35,0,0,0,300,19,30.44,0,10,CLR,KJFK 220635Z AUTO 30019G25KT 10SM CLR M10/M18 A3044 RMK T11001180 MADISHF
JFK,1/22/2019 06:40,0,0,0,300,20,30.45,0,10,CLR,KJFK 220640Z AUTO 30020G25KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 06:45,0,0,0,290,20,30.45,0,10,CLR,KJFK 220645Z AUTO 29020KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 06:50,0,0,0,300,17,30.45,0,10,CLR,KJFK 220650Z AUTO 30017KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 06:51,14,1,55.54,300,16,30.45,0,10,CLR,KJFK 220651Z 30016G25KT 10SM CLR M10/M17 A3045 RMK AO2 PK WND 29026/0642 SLP311 T11001172 $
JFK,1/22/2019 06:55,0,0,0,300,17,30.45,0,10,CLR,KJFK 220655Z AUTO 30017KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:00,0,0,0,300,18,30.45,0,10,CLR,KJFK 220700Z AUTO 30018G23KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:05,0,0,0,310,18,30.45,0,10,CLR,KJFK 220705Z AUTO 31018KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:10,0,0,0,300,18,30.45,0,10,CLR,KJFK 220710Z AUTO 30018KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:15,0,0,0,300,17,30.45,0,10,CLR,KJFK 220715Z AUTO 30017KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:20,0,0,0,300,15,30.45,0,10,CLR,KJFK 220720Z AUTO 30015KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:25,0,0,0,310,13,30.46,0,10,CLR,KJFK 220725Z AUTO 31013KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:30,0,0,0,300,14,30.45,0,10,CLR,KJFK 220730Z AUTO 30014KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:35,0,0,0,310,19,30.46,0,10,CLR,KJFK 220735Z AUTO 31019KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:40,0,0,0,310,18,30.46,0,10,CLR,KJFK 220740Z AUTO 31018KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:45,0,0,0,300,15,30.46,0,10,CLR,KJFK 220745Z AUTO 30015KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:50,0,0,0,300,15,30.46,0,10,CLR,KJFK 220750Z AUTO 30015KT 10SM CLR M10/M17 A3045 RMK T11001170 MADISHF
JFK,1/22/2019 07:51,14,1,55.54,300,17,30.47,0,10,CLR,KJFK 220751Z 30017G22KT 10SM CLR M10/M17 A3047 RMK AO2 SLP315 T11001172 $
JFK,1/22/2019 07:55,0,0,0,300,14,30.47,0,10,CLR,KJFK 220755Z AUTO 30014KT 10SM CLR M10/M17 A3046 RMK T11001170 MADISHF
JFK,1/22/2019 08:00,0,0,0,300,14,30.47,0,10,CLR,KJFK 220800Z AUTO 30014KT 10SM CLR M10/M17 A3046 RMK T11001170 MADISHF
JFK,1/22/2019 08:05,0,0,0,300,18,30.47,0,10,CLR,KJFK 220805Z AUTO 30018KT 10SM CLR M10/M17 A3046 RMK T11001170 MADISHF
JFK,1/22/2019 08:10,0,0,0,300,18,30.48,0,10,CLR,KJFK 220810Z AUTO 30018KT 10SM CLR M10/M17 A3047 RMK T11001170 MADISHF
JFK,1/22/2019 08:15,0,0,0,300,14,30.48,0,10,CLR,KJFK 220815Z AUTO 30014KT 10SM CLR M10/M17 A3047 RMK T11001170 MADISHF
JFK,1/22/2019 08:20,0,0,0,300,14,30.48,0,10,CLR,KJFK 220820Z AUTO 30014KT 10SM CLR M10/M17 A3047 RMK T11001170 MADISHF
JFK,1/22/2019 08:25,0,0,0,290,12,30.49,0,10,CLR,KJFK 220825Z AUTO 29012KT 10SM CLR M10/M17 A3048 RMK T11001170 MADISHF
JFK,1/22/2019 08:30,0,0,0,300,16,30.5,0,10,CLR,KJFK 220830Z AUTO 30016KT 10SM CLR M10/M17 A3050 RMK T11001170 MADISHF
JFK,1/22/2019 08:35,0,0,0,290,14,30.5,0,10,CLR,KJFK 220835Z AUTO 29014KT 10SM CLR M10/M17 A3050 RMK T11001170 MADISHF
JFK,1/22/2019 08:40,0,0,0,290,13,30.5,0,10,CLR,KJFK 220840Z AUTO 29013KT 10SM CLR M10/M17 A3050 RMK T11001170 MADISHF
JFK,1/22/2019 08:45,0,0,0,280,14,30.5,0,10,CLR,KJFK 220845Z AUTO 28014KT 10SM CLR M10/M17 A3050 RMK T11001170 MADISHF
JFK,1/22/2019 08:50,0,0,0,290,10,30.5,0,10,CLR,KJFK 220850Z AUTO 29010KT 10SM CLR M10/M17 A3050 RMK T11001170 MADISHF
JFK,1/22/2019 08:51,14,1.9,57.91,290,11,30.5,0,10,CLR,KJFK 220851Z 29011G19KT 10SM CLR M10/M17 A3050 RMK AO2 SLP326 T11001167 53022 $
JFK,1/22/2019 08:55,0,0,0,290,13,30.5,0,10,CLR,KJFK 220855Z AUTO 29013KT 10SM CLR M10/M17 A3050 RMK T11001170 MADISHF
JFK,1/22/2019 09:00,0,0,0,280,13,30.5,0,10,CLR,KJFK 220900Z AUTO 28013KT 10SM CLR M10/M17 A3050 RMK T11001170 MADISHF
JFK,1/22/2019 09:05,0,0,0,280,11,30.51,0,10,CLR,KJFK 220905Z AUTO 28011KT 10SM CLR M10/M17 A3051 RMK T11001170 MADISHF
JFK,1/22/2019 09:10,0,0,0,280,11,30.51,0,10,CLR,KJFK 220910Z AUTO 28011KT 10SM CLR M10/M17 A3051 RMK T11001170 MADISHF
JFK,1/22/2019 09:15,0,0,0,270,11,30.52,0,10,CLR,KJFK 220915Z AUTO 27011KT 10SM CLR M10/M17 A3052 RMK T11001170 MADISHF
JFK,1/22/2019 09:20,0,0,0,280,12,30.52,0,10,CLR,KJFK 220920Z AUTO 28012KT 10SM CLR M10/M17 A3052 RMK T11001170 MADISHF
JFK,1/22/2019 09:25,0,0,0,280,14,30.52,0,10,CLR,KJFK 220925Z AUTO 28014KT 10SM CLR M10/M17 A3052 RMK T11001170 MADISHF
JFK,1/22/2019 09:30,0,0,0,280,15,30.53,0,10,CLR,KJFK 220930Z AUTO 28015KT 10SM CLR M10/M17 A3053 RMK T11001170 MADISHF
JFK,1/22/2019 09:35,0,0,0,280,14,30.53,0,10,CLR,KJFK 220935Z AUTO 28014KT 10SM CLR M09/M17 A3053 RMK T10901170 MADISHF
JFK,1/22/2019 09:40,0,0,0,280,16,30.54,0,10,CLR,KJFK 220940Z AUTO 28016KT 10SM CLR M09/M17 A3054 RMK T10901170 MADISHF
JFK,1/22/2019 09:45,0,0,0,280,13,30.54,0,10,CLR,KJFK 220945Z AUTO 28013KT 10SM CLR M09/M17 A3054 RMK T10901170 MADISHF
JFK,1/22/2019 09:50,0,0,0,280,16,30.55,0,10,CLR,KJFK 220950Z AUTO 28016KT 10SM CLR M09/M17 A3054 RMK T10901170 MADISHF
JFK,1/22/2019 09:51,15.1,1.9,55.19,290,18,30.55,0,10,CLR,KJFK 220951Z 29018G21KT 10SM CLR M09/M17 A3055 RMK AO2 SLP343 T10941167 $
JFK,1/22/2019 09:55,0,0,0,290,18,30.55,0,10,CLR,KJFK 220955Z AUTO 29018KT 10SM CLR M09/M17 A3054 RMK T10901170 MADISHF
JFK,1/22/2019 10:00,0,0,0,280,18,30.56,0,10,CLR,KJFK 221000Z AUTO 28018KT 10SM CLR M09/M17 A3055 RMK T10901170 MADISHF
JFK,1/22/2019 10:05,0,0,0,280,14,30.56,0,10,CLR,KJFK 221005Z AUTO 28014KT 10SM CLR M09/M17 A3055 RMK T10901170 MADISHF
JFK,1/22/2019 10:10,0,0,0,280,13,30.56,0,10,CLR,KJFK 221010Z AUTO 28013G18KT 10SM CLR M09/M17 A3055 RMK T10901170 MADISHF
JFK,1/22/2019 10:15,0,0,0,280,15,30.56,0,10,CLR,KJFK 221015Z AUTO 28015KT 10SM CLR M09/M17 A3055 RMK T10901170 MADISHF
JFK,1/22/2019 10:20,0,0,0,280,13,30.57,0,10,CLR,KJFK 221020Z AUTO 28013G18KT 10SM CLR M09/M17 A3056 RMK T10901170 MADISHF
JFK,1/22/2019 10:25,0,0,0,280,16,30.57,0,10,CLR,KJFK 221025Z AUTO 28016KT 10SM CLR M09/M17 A3056 RMK T10901170 MADISHF
JFK,1/22/2019 10:30,0,0,0,280,15,30.57,0,10,CLR,KJFK 221030Z AUTO 28015G20KT 10SM CLR M09/M17 A3056 RMK T10901170 MADISHF
JFK,1/22/2019 10:35,0,0,0,280,16,30.58,0,10,CLR,KJFK 221035Z AUTO 28016KT 10SM CLR M10/M17 A3057 RMK T11001170 MADISHF
JFK,1/22/2019 10:40,0,0,0,290,15,30.58,0,10,CLR,KJFK 221040Z AUTO 29015KT 10SM CLR M09/M17 A3057 RMK T10901170 MADISHF
JFK,1/22/2019 10:45,0,0,0,290,16,30.59,0,10,CLR,KJFK 221045Z AUTO 29016KT 10SM CLR M09/M17 A3059 RMK T10901170 MADISHF
JFK,1/22/2019 10:50,0,0,0,290,13,30.59,0,10,CLR,KJFK 221050Z AUTO 29013G19KT 10SM CLR M09/M17 A3059 RMK T10901170 MADISHF
JFK,1/22/2019 10:51,15.1,1.9,55.19,290,15,30.59,0,10,CLR,KJFK 221051Z 29015G22KT 10SM CLR M09/M17 A3059 RMK AO2 SLP358 T10941167 $
JFK,1/22/2019 10:55,0,0,0,290,18,30.59,0,10,CLR,KJFK 221055Z AUTO 29018KT 10SM CLR M09/M17 A3059 RMK T10901170 MADISHF
JFK,1/22/2019 11:00,0,0,0,290,16,30.59,0,10,CLR,KJFK 221100Z AUTO 29016KT 10SM CLR M09/M17 A3059 RMK T10901170 MADISHF
JFK,1/22/2019 11:05,0,0,0,290,19,30.59,0,10,CLR,KJFK 221105Z AUTO 29019KT 10SM CLR M09/M17 A3059 RMK T10901170 MADISHF
JFK,1/22/2019 11:10,0,0,0,290,17,30.59,0,10,CLR,KJFK 221110Z AUTO 29017KT 10SM CLR M09/M17 A3059 RMK T10901170 MADISHF
JFK,1/22/2019 11:15,0,0,0,300,16,30.6,0,10,CLR,KJFK 221115Z AUTO 30016KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 11:20,0,0,0,290,20,30.6,0,10,CLR,KJFK 221120Z AUTO 29020KT 10SM CLR M09/M16 A3060 RMK T10901160 MADISHF
JFK,1/22/2019 11:25,0,0,0,300,21,30.6,0,10,CLR,KJFK 221125Z AUTO 30021KT 10SM CLR M09/M16 A3060 RMK T10901160 MADISHF
JFK,1/22/2019 11:30,0,0,0,300,22,30.6,0,10,CLR,KJFK 221130Z AUTO 30022KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 11:35,0,0,0,300,17,30.6,0,10,CLR,KJFK 221135Z AUTO 30017KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 11:40,0,0,0,300,17,30.6,0,10,CLR,KJFK 221140Z AUTO 30017KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 11:45,0,0,0,300,16,30.6,0,10,CLR,KJFK 221145Z AUTO 30016KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 11:50,0,0,0,300,16,30.6,0,10,FEW,KJFK 221150Z AUTO 30016KT 10SM FEW037 M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 11:51,15.1,1.9,55.19,300,14,30.6,0,10,FEW,KJFK 221151Z 30014G23KT 10SM FEW037 M09/M17 A3060 RMK AO2 PK WND 30029/1102 SLP360 T10941167 11094 21100 51034 $
JFK,1/22/2019 11:55,0,0,0,310,15,30.6,0,10,CLR,KJFK 221155Z AUTO 31015G20KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 12:00,0,0,0,310,16,30.6,0,10,CLR,KJFK 221200Z AUTO 31016KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 12:05,0,0,0,310,12,30.6,0,10,CLR,KJFK 221205Z AUTO 31012KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 12:10,0,0,0,310,15,30.6,0,10,CLR,KJFK 221210Z AUTO 31015KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 12:15,0,0,0,310,16,30.6,0,10,CLR,KJFK 221215Z AUTO 31016KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 12:20,0,0,0,300,11,30.6,0,10,CLR,KJFK 221220Z AUTO 30011KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 12:25,0,0,0,310,15,30.6,0,10,CLR,KJFK 221225Z AUTO 31015KT 10SM CLR M09/M17 A3060 RMK T10901170 MADISHF
JFK,1/22/2019 12:30,0,0,0,310,13,30.61,0,10,CLR,KJFK 221230Z AUTO 31013KT 10SM CLR M09/M17 A3061 RMK T10901170 MADISHF
JFK,1/22/2019 12:35,0,0,0,320,13,30.61,0,10,CLR,KJFK 221235Z AUTO 32013KT 10SM CLR M09/M17 A3061 RMK T10901170 MADISHF
JFK,1/22/2019 12:40,0,0,0,320,11,30.61,0,10,CLR,KJFK 221240Z AUTO 32011KT 10SM CLR M09/M17 A3061 RMK T10901170 MADISHF
JFK,1/22/2019 12:45,0,0,0,320,7,30.62,0,10,CLR,KJFK 221245Z AUTO 32007KT 10SM CLR M09/M17 A3062 RMK T10901170 MADISHF
JFK,1/22/2019 12:50,0,0,0,320,7,30.62,0,10,CLR,KJFK 221250Z AUTO 32007KT 10SM CLR M09/M17 A3062 RMK T10901170 MADISHF
JFK,1/22/2019 12:51,15.1,1.9,55.19,330,9,30.62,0,10,CLR,KJFK 221251Z 33009KT 10SM CLR M09/M17 A3062 RMK AO2 SLP369 T10941167 $
JFK,1/22/2019 12:55,0,0,0,300,11,30.63,0,10,CLR,KJFK 221255Z AUTO 30011KT 10SM CLR M09/M17 A3062 RMK T10901170 MADISHF
JFK,1/22/2019 13:00,0,0,0,310,14,30.63,0,10,CLR,KJFK 221300Z AUTO 31014KT 10SM CLR M09/M17 A3062 RMK T10901170 MADISHF
JFK,1/22/2019 13:05,0,0,0,310,11,30.64,0,10,CLR,KJFK 221305Z AUTO 31011KT 10SM CLR M09/M17 A3063 RMK T10901170 MADISHF
JFK,1/22/2019 13:10,0,0,0,320,10,30.64,0,10,CLR,KJFK 221310Z AUTO 32010KT 10SM CLR M09/M17 A3063 RMK T10901170 MADISHF
JFK,1/22/2019 13:15,0,0,0,320,11,30.64,0,10,CLR,KJFK 221315Z AUTO 32011KT 10SM CLR M09/M17 A3063 RMK T10901170 MADISHF
JFK,1/22/2019 13:20,0,0,0,320,12,30.64,0,10,CLR,KJFK 221320Z AUTO 32012G17KT 10SM CLR M08/M17 A3063 RMK T10801170 MADISHF
JFK,1/22/2019 13:25,0,0,0,310,12,30.65,0,10,CLR,KJFK 221325Z AUTO 31012KT 10SM CLR M08/M17 A3064 RMK T10801170 MADISHF
JFK,1/22/2019 13:30,0,0,0,320,13,30.65,0,10,CLR,KJFK 221330Z AUTO 32013KT 10SM CLR M08/M17 A3064 RMK T10801170 MADISHF
JFK,1/22/2019 13:35,0,0,0,310,12,30.65,0,10,CLR,KJFK 221335Z AUTO 31012KT 10SM CLR M08/M17 A3064 RMK T10801170 MADISHF
JFK,1/22/2019 13:40,0,0,0,310,13,30.66,0,10,CLR,KJFK 221340Z AUTO 31013KT 10SM CLR M08/M17 A3065 RMK T10801170 MADISHF
JFK,1/22/2019 13:45,0,0,0,300,12,30.66,0,10,CLR,KJFK 221345Z AUTO 30012KT 10SM CLR M08/M17 A3065 RMK T10801170 MADISHF
JFK,1/22/2019 13:50,0,0,0,300,11,30.66,0,10,CLR,KJFK 221350Z AUTO 30011KT 10SM CLR M08/M17 A3065 RMK T10801170 MADISHF
JFK,1/22/2019 13:51,18,1.9,48.68,300,11,30.66,0,10,CLR,KJFK 221351Z 30011KT 10SM CLR M08/M17 A3066 RMK AO2 SLP381 T10781167 $
JFK,1/22/2019 13:55,0,0,0,310,12,30.66,0,10,CLR,KJFK 221355Z AUTO 31012KT 10SM CLR M08/M17 A3065 RMK T10801170 MADISHF
JFK,1/22/2019 14:00,0,0,0,310,14,30.66,0,10,CLR,KJFK 221400Z AUTO 31014KT 10SM CLR M08/M17 A3065 RMK T10801170 MADISHF
JFK,1/22/2019 14:05,0,0,0,330,13,30.66,0,10,CLR,KJFK 221405Z AUTO 33013KT 10SM CLR M08/M17 A3065 RMK T10801170 MADISHF
JFK,1/22/2019 14:10,0,0,0,300,13,30.66,0,10,CLR,KJFK 221410Z AUTO 30013KT 10SM CLR M07/M17 A3065 RMK T10701170 MADISHF
JFK,1/22/2019 14:15,0,0,0,320,13,30.66,0,10,CLR,KJFK 221415Z AUTO 32013KT 10SM CLR M07/M17 A3065 RMK T10701170 MADISHF
JFK,1/22/2019 14:20,0,0,0,320,14,30.66,0,10,CLR,KJFK 221420Z AUTO 32014KT 10SM CLR M07/M17 A3065 RMK T10701170 MADISHF
JFK,1/22/2019 14:25,0,0,0,310,13,30.66,0,10,CLR,KJFK 221425Z AUTO 31013KT 10SM CLR M07/M17 A3065 RMK T10701170 MADISHF
JFK,1/22/2019 14:30,0,0,0,310,12,30.66,0,10,CLR,KJFK 221430Z AUTO 31012KT 10SM CLR M07/M17 A3065 RMK T10701170 MADISHF
JFK,1/22/2019 14:35,0,0,0,310,12,30.67,0,10,CLR,KJFK 221435Z AUTO 31012KT 10SM CLR M07/M17 A3067 RMK T10701170 MADISHF
JFK,1/22/2019 14:40,0,0,0,310,12,30.67,0,10,0,KJFK 221440Z AUTO 31012KT 10SM M07/M17 A3067 RMK T10701170 MADISHF
JFK,1/22/2019 14:45,0,0,0,300,11,30.67,0,10,0,KJFK 221445Z AUTO 30011KT 10SM M07/M17 A3067 RMK T10701170 MADISHF
JFK,1/22/2019 14:50,0,0,0,300,12,30.67,0,10,0,KJFK 221450Z AUTO 30012KT 10SM M07/M17 A3067 RMK T10701170 MADISHF
JFK,1/22/2019 14:51,19.9,1.9,44.87,310,11,30.67,0,10,FEW,KJFK 221451Z 31011KT 10SM FEW250 M07/M17 A3067 RMK AO2 SLP385 T10671167 51025 $
JFK,1/22/2019 14:55,0,0,0,300,9,30.67,0,10,CLR,KJFK 221455Z AUTO 30009KT 10SM CLR M07/M17 A3067 RMK T10701170 MADISHF
JFK,1/22/2019 15:00,0,0,0,310,9,30.67,0,10,CLR,KJFK 221500Z AUTO 31009KT 10SM CLR M06/M17 A3067 RMK T10601170 MADISHF
JFK,1/22/2019 15:05,0,0,0,300,11,30.67,0,10,CLR,KJFK 221505Z AUTO 30011KT 10SM CLR M06/M17 A3067 RMK T10601170 MADISHF
JFK,1/22/2019 15:10,0,0,0,300,9,30.68,0,10,CLR,KJFK 221510Z AUTO 30009KT 10SM CLR M06/M17 A3068 RMK T10601170 MADISHF
JFK,1/22/2019 15:15,0,0,0,300,10,30.68,0,10,CLR,KJFK 221515Z AUTO 30010KT 10SM CLR M06/M17 A3068 RMK T10601170 MADISHF
JFK,1/22/2019 15:20,0,0,0,280,10,30.68,0,10,CLR,KJFK 221520Z AUTO 28010KT 10SM CLR M06/M17 A3068 RMK T10601170 MADISHF
JFK,1/22/2019 15:25,0,0,0,290,10,30.68,0,10,CLR,KJFK 221525Z AUTO 29010KT 10SM CLR M06/M17 A3068 RMK T10601170 MADISHF
JFK,1/22/2019 15:30,0,0,0,280,8,30.68,0,10,CLR,KJFK 221530Z AUTO 28008KT 10SM CLR M06/M17 A3068 RMK T10601170 MADISHF
JFK,1/22/2019 15:35,0,0,0,310,9,30.68,0,10,CLR,KJFK 221535Z AUTO 31009KT 10SM CLR M06/M17 A3068 RMK T10601170 MADISHF
JFK,1/22/2019 15:40,0,0,0,300,9,30.67,0,10,CLR,KJFK 221540Z AUTO 30009KT 10SM CLR M06/M17 A3067 RMK T10601170 MADISHF
JFK,1/22/2019 15:45,0,0,0,320,8,30.67,0,10,0,KJFK 221545Z AUTO 32008KT 10SM M06/M17 A3067 RMK T10601170 MADISHF
JFK,1/22/2019 15:50,0,0,0,300,8,30.67,0,10,0,KJFK 221550Z AUTO 30008KT 10SM M05/M18 A3067 RMK T10501180 MADISHF
JFK,1/22/2019 15:51,23,0,36.01,310,9,30.67,0,10,FEW,KJFK 221551Z 31009KT 10SM FEW250 M05/M18 A3067 RMK AO2 SLP384 T10501178 $
JFK,1/22/2019 15:55,0,0,0,320,8,30.67,0,10,CLR,KJFK 221555Z AUTO 32008KT 10SM CLR M05/M17 A3067 RMK T10501170 MADISHF
JFK,1/22/2019 16:00,0,0,0,320,8,30.67,0,10,CLR,KJFK 221600Z AUTO 32008KT 10SM CLR M05/M18 A3067 RMK T10501180 MADISHF
JFK,1/22/2019 16:05,0,0,0,290,9,30.66,0,10,CLR,KJFK 221605Z AUTO 29009KT 10SM CLR M04/M18 A3065 RMK T10401180 MADISHF
JFK,1/22/2019 16:10,0,0,0,310,8,30.66,0,10,CLR,KJFK 221610Z AUTO 31008KT 10SM CLR M04/M17 A3065 RMK T10401170 MADISHF
JFK,1/22/2019 16:15,0,0,0,330,11,30.66,0,10,CLR,KJFK 221615Z AUTO 33011KT 10SM CLR M04/M18 A3065 RMK T10401180 MADISHF
JFK,1/22/2019 16:20,0,0,0,320,8,30.66,0,10,CLR,KJFK 221620Z AUTO 32008KT 10SM CLR M04/M18 A3065 RMK T10401180 MADISHF
JFK,1/22/2019 16:25,0,0,0,300,11,30.66,0,10,CLR,KJFK 221625Z AUTO 30011KT 10SM CLR M04/M18 A3065 RMK T10401180 MADISHF
JFK,1/22/2019 16:30,0,0,0,310,9,30.66,0,10,CLR,KJFK 221630Z AUTO 31009KT 10SM CLR M04/M18 A3065 RMK T10401180 MADISHF
JFK,1/22/2019 16:35,0,0,0,320,10,30.66,0,10,CLR,KJFK 221635Z AUTO 32010KT 10SM CLR M04/M18 A3065 RMK T10401180 MADISHF
JFK,1/22/2019 16:40,0,0,0,330,10,30.66,0,10,0,KJFK 221640Z AUTO 33010KT 10SM M03/M18 A3065 RMK T10301180 MADISHF
JFK,1/22/2019 16:45,0,0,0,320,9,30.66,0,10,0,KJFK 221645Z AUTO 32009KT 10SM M04/M18 A3065 RMK T10401180 MADISHF
JFK,1/22/2019 16:50,0,0,0,300,10,30.66,0,10,0,KJFK 221650Z AUTO 30010KT 10SM M04/M18 A3065 RMK T10401180 MADISHF
JFK,1/22/2019 16:51,25,0,33.12,300,11,30.66,0,10,SCT,KJFK 221651Z 30011KT 10SM SCT250 M04/M18 A3066 RMK AO2 SLP381 T10391178 $
JFK,1/22/2019 16:55,0,0,0,300,8,30.66,0,10,CLR,KJFK 221655Z AUTO 30008KT 10SM CLR M03/M18 A3065 RMK T10301180 MADISHF
JFK,1/22/2019 17:00,0,0,0,290,9,30.66,0,10,CLR,KJFK 221700Z AUTO 29009KT 10SM CLR M03/M18 A3065 RMK T10301180 MADISHF
JFK,1/22/2019 17:05,0,0,0,310,11,30.66,0,10,CLR,KJFK 221705Z AUTO 31011KT 10SM CLR M03/M18 A3065 RMK T10301180 MADISHF
JFK,1/22/2019 17:10,0,0,0,310,9,30.66,0,10,CLR,KJFK 221710Z AUTO 31009KT 10SM CLR M03/M18 A3065 RMK T10301180 MADISHF
JFK,1/22/2019 17:15,0,0,0,290,6,30.66,0,10,CLR,KJFK 221715Z AUTO 29006KT 10SM CLR M03/M18 A3065 RMK T10301180 MADISHF
JFK,1/22/2019 17:20,0,0,0,300,5,30.66,0,10,CLR,KJFK 221720Z AUTO 30005KT 10SM CLR M03/M18 A3065 RMK T10301180 VRB05KT  MADISHF
JFK,1/22/2019 17:25,0,0,0,260,6,30.66,0,10,CLR,KJFK 221725Z AUTO 26006KT 10SM CLR M03/M18 A3065 RMK T10301180 MADISHF
JFK,1/22/2019 17:30,0,0,0,280,6,30.66,0,10,CLR,KJFK 221730Z AUTO 28006KT 10SM CLR M03/M18 A3065 RMK T10301180 MADISHF
JFK,1/22/2019 17:35,0,0,0,280,6,30.66,0,10,CLR,KJFK 221735Z AUTO 28006KT 10SM CLR M03/M18 A3065 RMK T10301180 VRB06KT  MADISHF
JFK,1/22/2019 17:40,0,0,0,260,8,30.65,0,10,CLR,KJFK 221740Z AUTO 26008KT 10SM CLR M03/M17 A3064 RMK T10301170 WND 22V31  MADISHF
JFK,1/22/2019 17:45,0,0,0,280,8,30.65,0,10,CLR,KJFK 221745Z AUTO 28008KT 10SM CLR M03/M17 A3064 RMK T10301170 MADISHF
JFK,1/22/2019 17:50,0,0,0,280,7,30.65,0,10,0,KJFK 221750Z AUTO 28007KT 10SM M03/M17 A3064 RMK T10301170 MADISHF
